Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
5121,2021/09/17,22.2,18.2,27.9
5121,2021/09/18,22.2,18.4,27.0
5121,2021/09/19,19.7,16.3,21.9
5121,2021/09/20,19.2,14.2,25.0
5121,2021/09/21,18.9,15.4,23.4
5121,2021/09/22,18.9,14.8,23.6
5121,2021/09/23,18.7,13.7,24.5
5121,2021/09/24,19.4,12.2,26.3
5121,2021/09/25,20.9,13.6,27.6
5121,2021/09/26,19.0,17.1,20.5
5121,2021/09/27,18.3,16.0,22.9
5121,2021/09/28,20.0,14.6,26.6
5121,2021/09/29,20.9,16.7,27.1
5121,2021/09/30,19.7,16.3,24.4
5121,2021/10/01,18.3,14.4,23.3
5121,2021/10/02,18.1,13.3,23.3
5121,2021/10/03,20.5,16.3,25.4
5121,2021/10/04,20.6,18.3,23.7
5121,2021/10/05,19.7,16.7,22.7
5121,2021/10/06,14.9,12.6,17.7
5121,2021/10/07,15.4,12.9,18.8
5121,2021/10/08,16.2,14.5,18.6
5121,2021/10/09,15.8,12.8,19.4
5121,2021/10/10,13.2,9.7,18.4
5121,2021/10/11,14.2,9.2,20.8
5121,2021/10/12,13.2,8.8,18.0
5121,2021/10/13,13.2,7.2,19.1
5121,2021/10/14,11.4,7.0,17.7
5121,2021/10/15,10.7,4.2,18.7
5121,2021/10/16,12.0,6.3,20.9
5121,2021/10/17,12.3,6.2,20.5
5121,2021/10/18,12.2,6.4,20.0
5121,2021/10/19,12.4,7.0,19.4
5121,2021/10/20,14.0,7.8,21.2
5121,2021/10/21,14.4,12.3,16.8
5121,2021/10/22,12.6,9.7,16.9
5121,2021/10/23,13.3,9.2,19.5
5121,2021/10/24,13.0,8.8,17.4
5121,2021/10/25,10.4,6.0,15.2
5121,2021/10/26,10.1,5.0,17.5
5121,2021/10/27,11.2,5.5,20.3
5121,2021/10/28,10.2,4.2,18.3
5121,2021/10/29,10.1,4.6,17.0
5121,2021/10/30,10.3,5.1,15.0
5121,2021/10/31,11.9,10.1,14.8
5121,2021/11/01,11.3,10.7,12.2
5121,2021/11/02,11.8,7.8,16.5
5121,2021/11/03,12.4,10.6,13.7
5121,2021/11/04,11.6,7.3,16.1
5121,2021/11/05,8.8,4.4,15.4
5121,2021/11/06,8.7,4.4,15.6
5121,2021/11/07,9.2,6.3,13.0
5121,2021/11/08,8.9,5.8,11.5
5121,2021/11/09,9.8,6.1,13.2
5121,2021/11/10,11.0,8.0,15.3
5121,2021/11/11,11.3,8.9,16.3
5121,2021/11/12,10.1,7.6,15.3
5121,2021/11/13,9.9,7.0,13.0
5121,2021/11/14,12.1,11.3,13.2
5121,2021/11/15,12.3,10.8,13.4
5121,2021/11/16,9.7,6.8,12.4
5121,2021/11/17,10.5,9.4,11.7
5121,2021/11/18,10.1,8.0,14.0
5121,2021/11/19,10.7,9.5,11.9
5121,2021/11/20,9.1,7.4,11.0
5121,2021/11/21,6.9,6.2,7.5
5121,2021/11/22,9.6,7.9,11.0
5121,2021/11/23,9.9,4.8,13.4
5121,2021/11/24,5.9,1.8,12.6
5121,2021/11/25,5.0,2.6,6.0
5121,2021/11/26,6.8,5.0,10.2
5121,2021/11/27,8.3,5.0,11.9
5121,2021/11/28,6.1,2.7,8.3
5121,2021/11/29,4.1,-0.2,9.4
5121,2021/11/30,4.9,-0.1,9.9
5121,2021/12/01,5.2,0.2,9.3
5121,2021/12/02,5.5,3.3,6.8
5121,2021/12/03,6.4,1.6,12.4
5121,2021/12/04,3.4,-0.1,5.2
5121,2021/12/05,4.6,0.5,8.7
5121,2021/12/06,3.8,0.7,9.3
5121,2021/12/07,2.4,-1.4,9.3
5121,2021/12/08,3.2,1.0,4.8
5121,2021/12/09,2.5,0.5,5.2
5121,2021/12/10,1.5,-1.5,4.8
5121,2021/12/11,3.3,0.3,8.6
5121,2021/12/12,3.2,-1.7,10.0
5121,2021/12/13,2.9,-1.1,10.0
5121,2021/12/14,3.4,-0.7,9.9
5121,2021/12/15,2.4,-1.1,9.1
5121,2021/12/16,0.4,-0.8,2.5
5121,2021/12/17,1.8,-0.7,5.3
5121,2021/12/18,1.2,-0.4,2.6
5121,2021/12/19,0.7,-0.4,2.1
5121,2021/12/20,2.1,-1.2,5.8
5121,2021/12/21,4.3,1.9,7.1
5121,2021/12/22,4.2,-0.1,9.0
5121,2021/12/23,1.8,-0.6,4.1
5121,2021/12/24,3.8,3.3,4.3
5121,2021/12/25,4.9,4.3,5.5
5121,2021/12/26,4.4,3.3,5.3
5121,2021/12/27,6.0,5.0,7.0
5121,2021/12/28,6.9,6.1,8.0
5121,2021/12/29,5.2,4.2,6.3
5121,2021/12/30,5.0,3.6,6.0
5121,2021/12/31,3.1,2.1,4.2
